"Notes","Residence County","Residence County Code","MMWR Week","MMWR Week Code",Deaths,Population,Crude Rate
,"Bristol County, MA","25005","2018 Week 52 ending December 29, 2018","2018/52",109,Not Applicable,Not Applicable
,"Bristol County, MA","25005","2019 Week 01 ending January 05, 2019","2019/01",103,Not Applicable,Not Applicable
,"Bristol County, MA","25005","2019 Week 02 ending January 12, 2019","2019/02",109,Not Applicable,Not Applicable
,"Bristol County, MA","25005","2019 Week 03 ending January 19, 2019","2019/03",126,Not Applicable,Not Applicable
,"Bristol County, MA","25005","2019 Week 04 ending January 26, 2019","2019/04",125,Not Applicable,Not Applicable
,"Bristol County, MA","25005","2019 Week 05 ending February 02, 2019","2019/05",126,Not Applicable,Not Applicable
,"Bristol County, MA","25005","2019 Week 06 ending February 09, 2019","2019/06",109,Not Applicable,Not Applicable
,"Bristol County, MA","25005","2019 Week 07 ending February 16, 2019","2019/07",111,Not Applicable,Not Applicable
,"Bristol County, MA","25005","2019 Week 08 ending February 23, 2019","2019/08",105,Not Applicable,Not Applicable
,"Bristol County, MA","25005","2019 Week 09 ending March 02, 2019","2019/09",136,Not Applicable,Not Applicable
,"Bristol County, MA","25005","2019 Week 10 ending March 09, 2019","2019/10",114,Not Applicable,Not Applicable
,"Bristol County, MA","25005","2019 Week 11 ending March 16, 2019","2019/11",99,Not Applicable,Not Applicable
,"Bristol County, MA","25005","2019 Week 12 ending March 23, 2019","2019/12",96,Not Applicable,Not Applicable
,"Bristol County, MA","25005","2019 Week 13 ending March 30, 2019","2019/13",125,Not Applicable,Not Applicable
,"Bristol County, MA","25005","2019 Week 14 ending April 06, 2019","2019/14",121,Not Applicable,Not Applicable
,"Bristol County, MA","25005","2019 Week 15 ending April 13, 2019","2019/15",98,Not Applicable,Not Applicable
,"Bristol County, MA","25005","2019 Week 16 ending April 20, 2019","2019/16",119,Not Applicable,Not Applicable
,"Bristol County, MA","25005","2019 Week 17 ending April 27, 2019","2019/17",95,Not Applicable,Not Applicable
,"Bristol County, MA","25005","2019 Week 18 ending May 04, 2019","2019/18",107,Not Applicable,Not Applicable
,"Bristol County, MA","25005","2019 Week 19 ending May 11, 2019","2019/19",93,Not Applicable,Not Applicable
,"Bristol County, MA","25005","2019 Week 20 ending May 18, 2019","2019/20",111,Not Applicable,Not Applicable
,"Bristol County, MA","25005","2019 Week 21 ending May 25, 2019","2019/21",102,Not Applicable,Not Applicable
,"Bristol County, MA","25005","2019 Week 22 ending June 01, 2019","2019/22",107,Not Applicable,Not Applicable
,"Bristol County, MA","25005","2019 Week 23 ending June 08, 2019","2019/23",101,Not Applicable,Not Applicable
,"Bristol County, MA","25005","2019 Week 24 ending June 15, 2019","2019/24",106,Not Applicable,Not Applicable
,"Bristol County, MA","25005","2019 Week 25 ending June 22, 2019","2019/25",104,Not Applicable,Not Applicable
,"Bristol County, MA","25005","2019 Week 26 ending June 29, 2019","2019/26",98,Not Applicable,Not Applicable
,"Bristol County, MA","25005","2019 Week 27 ending July 06, 2019","2019/27",102,Not Applicable,Not Applicable
,"Bristol County, MA","25005","2019 Week 28 ending July 13, 2019","2019/28",100,Not Applicable,Not Applicable
,"Bristol County, MA","25005","2019 Week 29 ending July 20, 2019","2019/29",90,Not Applicable,Not Applicable
,"Bristol County, MA","25005","2019 Week 30 ending July 27, 2019","2019/30",123,Not Applicable,Not Applicable
,"Bristol County, MA","25005","2019 Week 31 ending August 03, 2019","2019/31",84,Not Applicable,Not Applicable
,"Bristol County, MA","25005","2019 Week 32 ending August 10, 2019","2019/32",105,Not Applicable,Not Applicable
,"Bristol County, MA","25005","2019 Week 33 ending August 17, 2019","2019/33",102,Not Applicable,Not Applicable
,"Bristol County, MA","25005","2019 Week 34 ending August 24, 2019","2019/34",89,Not Applicable,Not Applicable
,"Bristol County, MA","25005","2019 Week 35 ending August 31, 2019","2019/35",112,Not Applicable,Not Applicable
,"Bristol County, MA","25005","2019 Week 36 ending September 07, 2019","2019/36",91,Not Applicable,Not Applicable
,"Bristol County, MA","25005","2019 Week 37 ending September 14, 2019","2019/37",108,Not Applicable,Not Applicable
,"Bristol County, MA","25005","2019 Week 38 ending September 21, 2019","2019/38",100,Not Applicable,Not Applicable
,"Bristol County, MA","25005","2019 Week 39 ending September 28, 2019","2019/39",105,Not Applicable,Not Applicable
,"Bristol County, MA","25005","2019 Week 40 ending October 05, 2019","2019/40",91,Not Applicable,Not Applicable
,"Bristol County, MA","25005","2019 Week 41 ending October 12, 2019","2019/41",98,Not Applicable,Not Applicable
,"Bristol County, MA","25005","2019 Week 42 ending October 19, 2019","2019/42",111,Not Applicable,Not Applicable
,"Bristol County, MA","25005","2019 Week 43 ending October 26, 2019","2019/43",90,Not Applicable,Not Applicable
,"Bristol County, MA","25005","2019 Week 44 ending November 02, 2019","2019/44",90,Not Applicable,Not Applicable
,"Bristol County, MA","25005","2019 Week 45 ending November 09, 2019","2019/45",91,Not Applicable,Not Applicable
,"Bristol County, MA","25005","2019 Week 46 ending November 16, 2019","2019/46",97,Not Applicable,Not Applicable
,"Bristol County, MA","25005","2019 Week 47 ending November 23, 2019","2019/47",119,Not Applicable,Not Applicable
,"Bristol County, MA","25005","2019 Week 48 ending November 30, 2019","2019/48",116,Not Applicable,Not Applicable
,"Bristol County, MA","25005","2019 Week 49 ending December 07, 2019","2019/49",104,Not Applicable,Not Applicable
,"Bristol County, MA","25005","2019 Week 50 ending December 14, 2019","2019/50",109,Not Applicable,Not Applicable
,"Bristol County, MA","25005","2019 Week 51 ending December 21, 2019","2019/51",108,Not Applicable,Not Applicable
,"Bristol County, MA","25005","2019 Week 52 ending December 28, 2019","2019/52",108,Not Applicable,Not Applicable
,"Bristol County, MA","25005","2020 Week 01 ending January 04, 2020","2020/01",102,Not Applicable,Not Applicable
,"Bristol County, MA","25005","2020 Week 02 ending January 11, 2020","2020/02",107,Not Applicable,Not Applicable
,"Bristol County, MA","25005","2020 Week 03 ending January 18, 2020","2020/03",122,Not Applicable,Not Applicable
,"Bristol County, MA","25005","2020 Week 04 ending January 25, 2020","2020/04",117,Not Applicable,Not Applicable
,"Bristol County, MA","25005","2020 Week 05 ending February 01, 2020","2020/05",117,Not Applicable,Not Applicable
,"Bristol County, MA","25005","2020 Week 06 ending February 08, 2020","2020/06",109,Not Applicable,Not Applicable
,"Bristol County, MA","25005","2020 Week 07 ending February 15, 2020","2020/07",116,Not Applicable,Not Applicable
,"Bristol County, MA","25005","2020 Week 08 ending February 22, 2020","2020/08",95,Not Applicable,Not Applicable
,"Bristol County, MA","25005","2020 Week 09 ending February 29, 2020","2020/09",111,Not Applicable,Not Applicable
,"Bristol County, MA","25005","2020 Week 10 ending March 07, 2020","2020/10",140,Not Applicable,Not Applicable
,"Bristol County, MA","25005","2020 Week 11 ending March 14, 2020","2020/11",109,Not Applicable,Not Applicable
,"Bristol County, MA","25005","2020 Week 12 ending March 21, 2020","2020/12",110,Not Applicable,Not Applicable
,"Bristol County, MA","25005","2020 Week 13 ending March 28, 2020","2020/13",95,Not Applicable,Not Applicable
,"Bristol County, MA","25005","2020 Week 14 ending April 04, 2020","2020/14",155,Not Applicable,Not Applicable
,"Bristol County, MA","25005","2020 Week 15 ending April 11, 2020","2020/15",154,Not Applicable,Not Applicable
,"Bristol County, MA","25005","2020 Week 16 ending April 18, 2020","2020/16",175,Not Applicable,Not Applicable
,"Bristol County, MA","25005","2020 Week 17 ending April 25, 2020","2020/17",162,Not Applicable,Not Applicable
,"Bristol County, MA","25005","2020 Week 18 ending May 02, 2020","2020/18",187,Not Applicable,Not Applicable
,"Bristol County, MA","25005","2020 Week 19 ending May 09, 2020","2020/19",187,Not Applicable,Not Applicable
,"Bristol County, MA","25005","2020 Week 20 ending May 16, 2020","2020/20",157,Not Applicable,Not Applicable
,"Bristol County, MA","25005","2020 Week 21 ending May 23, 2020","2020/21",149,Not Applicable,Not Applicable
,"Bristol County, MA","25005","2020 Week 22 ending May 30, 2020","2020/22",132,Not Applicable,Not Applicable
,"Bristol County, MA","25005","2020 Week 23 ending June 06, 2020","2020/23",122,Not Applicable,Not Applicable
,"Bristol County, MA","25005","2020 Week 24 ending June 13, 2020","2020/24",134,Not Applicable,Not Applicable
,"Bristol County, MA","25005","2020 Week 25 ending June 20, 2020","2020/25",123,Not Applicable,Not Applicable
,"Bristol County, MA","25005","2020 Week 26 ending June 27, 2020","2020/26",101,Not Applicable,Not Applicable
,"Bristol County, MA","25005","2020 Week 27 ending July 04, 2020","2020/27",110,Not Applicable,Not Applicable
,"Bristol County, MA","25005","2020 Week 28 ending July 11, 2020","2020/28",105,Not Applicable,Not Applicable
,"Bristol County, MA","25005","2020 Week 29 ending July 18, 2020","2020/29",110,Not Applicable,Not Applicable
,"Bristol County, MA","25005","2020 Week 30 ending July 25, 2020","2020/30",93,Not Applicable,Not Applicable
,"Bristol County, MA","25005","2020 Week 31 ending August 01, 2020","2020/31",73,Not Applicable,Not Applicable
,"Bristol County, MA","25005","2020 Week 32 ending August 08, 2020","2020/32",101,Not Applicable,Not Applicable
,"Bristol County, MA","25005","2020 Week 33 ending August 15, 2020","2020/33",103,Not Applicable,Not Applicable
,"Bristol County, MA","25005","2020 Week 34 ending August 22, 2020","2020/34",104,Not Applicable,Not Applicable
,"Bristol County, MA","25005","2020 Week 35 ending August 29, 2020","2020/35",104,Not Applicable,Not Applicable
,"Bristol County, MA","25005","2020 Week 36 ending September 05, 2020","2020/36",91,Not Applicable,Not Applicable
,"Bristol County, MA","25005","2020 Week 37 ending September 12, 2020","2020/37",101,Not Applicable,Not Applicable
,"Bristol County, MA","25005","2020 Week 38 ending September 19, 2020","2020/38",107,Not Applicable,Not Applicable
,"Bristol County, MA","25005","2020 Week 39 ending September 26, 2020","2020/39",94,Not Applicable,Not Applicable
,"Bristol County, MA","25005","2020 Week 40 ending October 03, 2020","2020/40",105,Not Applicable,Not Applicable
,"Bristol County, MA","25005","2020 Week 41 ending October 10, 2020","2020/41",104,Not Applicable,Not Applicable
,"Bristol County, MA","25005","2020 Week 42 ending October 17, 2020","2020/42",100,Not Applicable,Not Applicable
,"Bristol County, MA","25005","2020 Week 43 ending October 24, 2020","2020/43",110,Not Applicable,Not Applicable
,"Bristol County, MA","25005","2020 Week 44 ending October 31, 2020","2020/44",113,Not Applicable,Not Applicable
,"Bristol County, MA","25005","2020 Week 45 ending November 07, 2020","2020/45",131,Not Applicable,Not Applicable
,"Bristol County, MA","25005","2020 Week 46 ending November 14, 2020","2020/46",128,Not Applicable,Not Applicable
,"Bristol County, MA","25005","2020 Week 47 ending November 21, 2020","2020/47",139,Not Applicable,Not Applicable
,"Bristol County, MA","25005","2020 Week 48 ending November 28, 2020","2020/48",130,Not Applicable,Not Applicable
,"Bristol County, MA","25005","2020 Week 49 ending December 05, 2020","2020/49",153,Not Applicable,Not Applicable
,"Bristol County, MA","25005","2020 Week 50 ending December 12, 2020","2020/50",164,Not Applicable,Not Applicable
,"Bristol County, MA","25005","2020 Week 51 ending December 19, 2020","2020/51",137,Not Applicable,Not Applicable
,"Bristol County, MA","25005","2020 Week 52 ending December 26, 2020","2020/52",156,Not Applicable,Not Applicable
,"Bristol County, MA","25005","2020 Week 53 ending January 02, 2021","2020/53",170,Not Applicable,Not Applicable
,"Bristol County, MA","25005","2021 Week 01 ending January 09, 2021","2021/01",174,Not Applicable,Not Applicable
,"Bristol County, MA","25005","2021 Week 02 ending January 16, 2021","2021/02",161,Not Applicable,Not Applicable
,"Bristol County, MA","25005","2021 Week 03 ending January 23, 2021","2021/03",138,Not Applicable,Not Applicable
,"Bristol County, MA","25005","2021 Week 04 ending January 30, 2021","2021/04",156,Not Applicable,Not Applicable
,"Bristol County, MA","25005","2021 Week 05 ending February 06, 2021","2021/05",150,Not Applicable,Not Applicable
,"Bristol County, MA","25005","2021 Week 06 ending February 13, 2021","2021/06",125,Not Applicable,Not Applicable
,"Bristol County, MA","25005","2021 Week 07 ending February 20, 2021","2021/07",119,Not Applicable,Not Applicable
,"Bristol County, MA","25005","2021 Week 08 ending February 27, 2021","2021/08",148,Not Applicable,Not Applicable
,"Bristol County, MA","25005","2021 Week 09 ending March 06, 2021","2021/09",123,Not Applicable,Not Applicable
,"Bristol County, MA","25005","2021 Week 10 ending March 13, 2021","2021/10",109,Not Applicable,Not Applicable
,"Bristol County, MA","25005","2021 Week 11 ending March 20, 2021","2021/11",122,Not Applicable,Not Applicable
,"Bristol County, MA","25005","2021 Week 12 ending March 27, 2021","2021/12",126,Not Applicable,Not Applicable
,"Bristol County, MA","25005","2021 Week 13 ending April 03, 2021","2021/13",131,Not Applicable,Not Applicable
,"Bristol County, MA","25005","2021 Week 14 ending April 10, 2021","2021/14",114,Not Applicable,Not Applicable
,"Bristol County, MA","25005","2021 Week 15 ending April 17, 2021","2021/15",122,Not Applicable,Not Applicable
,"Bristol County, MA","25005","2021 Week 16 ending April 24, 2021","2021/16",109,Not Applicable,Not Applicable
,"Bristol County, MA","25005","2021 Week 17 ending May 01, 2021","2021/17",122,Not Applicable,Not Applicable
,"Bristol County, MA","25005","2021 Week 18 ending May 08, 2021","2021/18",107,Not Applicable,Not Applicable
,"Bristol County, MA","25005","2021 Week 19 ending May 15, 2021","2021/19",96,Not Applicable,Not Applicable
,"Bristol County, MA","25005","2021 Week 20 ending May 22, 2021","2021/20",110,Not Applicable,Not Applicable
,"Bristol County, MA","25005","2021 Week 21 ending May 29, 2021","2021/21",91,Not Applicable,Not Applicable
,"Bristol County, MA","25005","2021 Week 22 ending June 05, 2021","2021/22",96,Not Applicable,Not Applicable
,"Bristol County, MA","25005","2021 Week 23 ending June 12, 2021","2021/23",110,Not Applicable,Not Applicable
,"Bristol County, MA","25005","2021 Week 24 ending June 19, 2021","2021/24",90,Not Applicable,Not Applicable
,"Bristol County, MA","25005","2021 Week 25 ending June 26, 2021","2021/25",107,Not Applicable,Not Applicable
,"Bristol County, MA","25005","2021 Week 26 ending July 03, 2021","2021/26",80,Not Applicable,Not Applicable
,"Bristol County, MA","25005","2021 Week 27 ending July 10, 2021","2021/27",122,Not Applicable,Not Applicable
,"Bristol County, MA","25005","2021 Week 28 ending July 17, 2021","2021/28",83,Not Applicable,Not Applicable
,"Bristol County, MA","25005","2021 Week 29 ending July 24, 2021","2021/29",93,Not Applicable,Not Applicable
,"Bristol County, MA","25005","2021 Week 30 ending July 31, 2021","2021/30",93,Not Applicable,Not Applicable
,"Bristol County, MA","25005","2021 Week 31 ending August 07, 2021","2021/31",103,Not Applicable,Not Applicable
,"Bristol County, MA","25005","2021 Week 32 ending August 14, 2021","2021/32",108,Not Applicable,Not Applicable
,"Bristol County, MA","25005","2021 Week 33 ending August 21, 2021","2021/33",105,Not Applicable,Not Applicable
,"Bristol County, MA","25005","2021 Week 34 ending August 28, 2021","2021/34",120,Not Applicable,Not Applicable
,"Bristol County, MA","25005","2021 Week 35 ending September 04, 2021","2021/35",113,Not Applicable,Not Applicable
,"Bristol County, MA","25005","2021 Week 36 ending September 11, 2021","2021/36",101,Not Applicable,Not Applicable
,"Bristol County, MA","25005","2021 Week 37 ending September 18, 2021","2021/37",115,Not Applicable,Not Applicable
,"Bristol County, MA","25005","2021 Week 38 ending September 25, 2021","2021/38",96,Not Applicable,Not Applicable
,"Bristol County, MA","25005","2021 Week 39 ending October 02, 2021","2021/39",123,Not Applicable,Not Applicable
,"Bristol County, MA","25005","2021 Week 40 ending October 09, 2021","2021/40",108,Not Applicable,Not Applicable
,"Bristol County, MA","25005","2021 Week 41 ending October 16, 2021","2021/41",111,Not Applicable,Not Applicable
,"Bristol County, MA","25005","2021 Week 42 ending October 23, 2021","2021/42",126,Not Applicable,Not Applicable
,"Bristol County, MA","25005","2021 Week 43 ending October 30, 2021","2021/43",118,Not Applicable,Not Applicable
,"Bristol County, MA","25005","2021 Week 44 ending November 06, 2021","2021/44",123,Not Applicable,Not Applicable
,"Bristol County, MA","25005","2021 Week 45 ending November 13, 2021","2021/45",116,Not Applicable,Not Applicable
,"Bristol County, MA","25005","2021 Week 46 ending November 20, 2021","2021/46",119,Not Applicable,Not Applicable
,"Bristol County, MA","25005","2021 Week 47 ending November 27, 2021","2021/47",122,Not Applicable,Not Applicable
,"Bristol County, MA","25005","2021 Week 48 ending December 04, 2021","2021/48",138,Not Applicable,Not Applicable
,"Bristol County, MA","25005","2021 Week 49 ending December 11, 2021","2021/49",162,Not Applicable,Not Applicable
,"Bristol County, MA","25005","2021 Week 50 ending December 18, 2021","2021/50",146,Not Applicable,Not Applicable
,"Bristol County, MA","25005","2021 Week 51 ending December 25, 2021","2021/51",148,Not Applicable,Not Applicable
,"Bristol County, MA","25005","2021 Week 52 ending January 01, 2022","2021/52",177,Not Applicable,Not Applicable
,"Bristol County, MA","25005","2022 Week 01 ending January 08, 2022 (provisional)","2022/01",156,Not Applicable,Not Applicable
,"Bristol County, MA","25005","2022 Week 02 ending January 15, 2022 (provisional)","2022/02",141,Not Applicable,Not Applicable
,"Bristol County, MA","25005","2022 Week 03 ending January 22, 2022 (provisional)","2022/03",179,Not Applicable,Not Applicable
,"Bristol County, MA","25005","2022 Week 04 ending January 29, 2022 (provisional)","2022/04",141,Not Applicable,Not Applicable
,"Bristol County, MA","25005","2022 Week 05 ending February 05, 2022 (provisional)","2022/05",169,Not Applicable,Not Applicable
,"Bristol County, MA","25005","2022 Week 06 ending February 12, 2022 (provisional)","2022/06",141,Not Applicable,Not Applicable
,"Bristol County, MA","25005","2022 Week 07 ending February 19, 2022 (provisional)","2022/07",121,Not Applicable,Not Applicable
,"Bristol County, MA","25005","2022 Week 08 ending February 26, 2022 (provisional)","2022/08",108,Not Applicable,Not Applicable
,"Bristol County, MA","25005","2022 Week 09 ending March 05, 2022 (provisional)","2022/09",119,Not Applicable,Not Applicable
,"Bristol County, MA","25005","2022 Week 10 ending March 12, 2022 (provisional)","2022/10",117,Not Applicable,Not Applicable
,"Bristol County, MA","25005","2022 Week 11 ending March 19, 2022 (provisional)","2022/11",110,Not Applicable,Not Applicable
,"Bristol County, MA","25005","2022 Week 12 ending March 26, 2022 (provisional)","2022/12",116,Not Applicable,Not Applicable
,"Bristol County, MA","25005","2022 Week 13 ending April 02, 2022 (provisional)","2022/13",107,Not Applicable,Not Applicable
,"Bristol County, MA","25005","2022 Week 14 ending April 09, 2022 (provisional)","2022/14",109,Not Applicable,Not Applicable
,"Bristol County, MA","25005","2022 Week 15 ending April 16, 2022 (provisional)","2022/15",94,Not Applicable,Not Applicable
,"Bristol County, MA","25005","2022 Week 16 ending April 23, 2022 (provisional)","2022/16",110,Not Applicable,Not Applicable
,"Bristol County, MA","25005","2022 Week 17 ending April 30, 2022 (provisional)","2022/17",94,Not Applicable,Not Applicable
,"Bristol County, MA","25005","2022 Week 18 ending May 07, 2022 (provisional)","2022/18",118,Not Applicable,Not Applicable
,"Bristol County, MA","25005","2022 Week 19 ending May 14, 2022 (provisional)","2022/19",132,Not Applicable,Not Applicable
,"Bristol County, MA","25005","2022 Week 20 ending May 21, 2022 (provisional)","2022/20",98,Not Applicable,Not Applicable
,"Bristol County, MA","25005","2022 Week 21 ending May 28, 2022 (provisional)","2022/21",97,Not Applicable,Not Applicable
,"Bristol County, MA","25005","2022 Week 22 ending June 04, 2022 (provisional)","2022/22",103,Not Applicable,Not Applicable
,"Bristol County, MA","25005","2022 Week 23 ending June 11, 2022 (provisional)","2022/23",95,Not Applicable,Not Applicable
,"Bristol County, MA","25005","2022 Week 24 ending June 18, 2022 (provisional)","2022/24",100,Not Applicable,Not Applicable
,"Bristol County, MA","25005","2022 Week 25 ending June 25, 2022 (provisional)","2022/25",106,Not Applicable,Not Applicable
,"Bristol County, MA","25005","2022 Week 26 ending July 02, 2022 (provisional)","2022/26",97,Not Applicable,Not Applicable
,"Bristol County, MA","25005","2022 Week 27 ending July 09, 2022 (provisional)","2022/27",120,Not Applicable,Not Applicable
,"Bristol County, MA","25005","2022 Week 28 ending July 16, 2022 (provisional)","2022/28",111,Not Applicable,Not Applicable
,"Bristol County, MA","25005","2022 Week 29 ending July 23, 2022 (provisional)","2022/29",114,Not Applicable,Not Applicable
,"Bristol County, MA","25005","2022 Week 30 ending July 30, 2022 (provisional)","2022/30",101,Not Applicable,Not Applicable
,"Bristol County, MA","25005","2022 Week 31 ending August 06, 2022 (provisional)","2022/31",111,Not Applicable,Not Applicable
,"Bristol County, MA","25005","2022 Week 32 ending August 13, 2022 (provisional)","2022/32",98,Not Applicable,Not Applicable
,"Bristol County, MA","25005","2022 Week 33 ending August 20, 2022 (provisional)","2022/33",105,Not Applicable,Not Applicable
,"Bristol County, MA","25005","2022 Week 34 ending August 27, 2022 (provisional)","2022/34",99,Not Applicable,Not Applicable
,"Bristol County, MA","25005","2022 Week 35 ending September 03, 2022 (provisional)","2022/35",107,Not Applicable,Not Applicable
,"Bristol County, MA","25005","2022 Week 36 ending September 10, 2022 (provisional)","2022/36",97,Not Applicable,Not Applicable
,"Bristol County, MA","25005","2022 Week 37 ending September 17, 2022 (provisional)","2022/37",106,Not Applicable,Not Applicable
,"Bristol County, MA","25005","2022 Week 38 ending September 24, 2022 (provisional)","2022/38",126,Not Applicable,Not Applicable
,"Bristol County, MA","25005","2022 Week 39 ending October 01, 2022 (provisional)","2022/39",120,Not Applicable,Not Applicable
,"Bristol County, MA","25005","2022 Week 40 ending October 08, 2022 (provisional)","2022/40",119,Not Applicable,Not Applicable
,"Bristol County, MA","25005","2022 Week 41 ending October 15, 2022 (provisional)","2022/41",130,Not Applicable,Not Applicable
,"Bristol County, MA","25005","2022 Week 42 ending October 22, 2022 (provisional)","2022/42",133,Not Applicable,Not Applicable
,"Bristol County, MA","25005","2022 Week 43 ending October 29, 2022 (provisional)","2022/43",115,Not Applicable,Not Applicable
,"Bristol County, MA","25005","2022 Week 44 ending November 05, 2022 (provisional)","2022/44",132,Not Applicable,Not Applicable
,"Bristol County, MA","25005","2022 Week 45 ending November 12, 2022 (provisional)","2022/45",99,Not Applicable,Not Applicable
,"Bristol County, MA","25005","2022 Week 46 ending November 19, 2022 (provisional)","2022/46",119,Not Applicable,Not Applicable
,"Bristol County, MA","25005","2022 Week 47 ending November 26, 2022 (provisional)","2022/47",124,Not Applicable,Not Applicable
,"Bristol County, MA","25005","2022 Week 48 ending December 03, 2022 (provisional)","2022/48",121,Not Applicable,Not Applicable
,"Bristol County, MA","25005","2022 Week 49 ending December 10, 2022 (provisional)","2022/49",117,Not Applicable,Not Applicable
,"Bristol County, MA","25005","2022 Week 50 ending December 17, 2022 (provisional)","2022/50",131,Not Applicable,Not Applicable
,"Bristol County, MA","25005","2022 Week 51 ending December 24, 2022 (provisional)","2022/51",143,Not Applicable,Not Applicable
,"Bristol County, MA","25005","2022 Week 52 ending December 31, 2022 (provisional)","2022/52",151,Not Applicable,Not Applicable
,"Bristol County, MA","25005","2023 Week 01 ending January 07, 2023 (provisional)","2023/01",116,Not Applicable,Not Applicable
,"Bristol County, MA","25005","2023 Week 02 ending January 14, 2023 (provisional)","2023/02",135,Not Applicable,Not Applicable
,"Bristol County, MA","25005","2023 Week 03 ending January 21, 2023 (provisional)","2023/03",121,Not Applicable,Not Applicable
,"Bristol County, MA","25005","2023 Week 04 ending January 28, 2023 (provisional)","2023/04",121,Not Applicable,Not Applicable
,"Bristol County, MA","25005","2023 Week 05 ending February 04, 2023 (provisional)","2023/05",111,Not Applicable,Not Applicable
,"Bristol County, MA","25005","2023 Week 06 ending February 11, 2023 (provisional)","2023/06",122,Not Applicable,Not Applicable
,"Bristol County, MA","25005","2023 Week 07 ending February 18, 2023 (provisional)","2023/07",125,Not Applicable,Not Applicable
,"Bristol County, MA","25005","2023 Week 08 ending February 25, 2023 (provisional)","2023/08",121,Not Applicable,Not Applicable
,"Bristol County, MA","25005","2023 Week 09 ending March 04, 2023 (provisional)","2023/09",119,Not Applicable,Not Applicable
,"Bristol County, MA","25005","2023 Week 10 ending March 11, 2023 (provisional)","2023/10",117,Not Applicable,Not Applicable
,"Bristol County, MA","25005","2023 Week 11 ending March 18, 2023 (provisional)","2023/11",110,Not Applicable,Not Applicable
,"Bristol County, MA","25005","2023 Week 12 ending March 25, 2023 (provisional)","2023/12",103,Not Applicable,Not Applicable
,"Bristol County, MA","25005","2023 Week 13 ending April 01, 2023 (provisional)","2023/13",109,Not Applicable,Not Applicable
,"Bristol County, MA","25005","2023 Week 14 ending April 08, 2023 (provisional)","2023/14",112,Not Applicable,Not Applicable
,"Bristol County, MA","25005","2023 Week 15 ending April 15, 2023 (provisional)","2023/15",117,Not Applicable,Not Applicable
,"Bristol County, MA","25005","2023 Week 16 ending April 22, 2023 (provisional)","2023/16",104,Not Applicable,Not Applicable
,"Bristol County, MA","25005","2023 Week 17 ending April 29, 2023 (provisional)","2023/17",102,Not Applicable,Not Applicable
,"Bristol County, MA","25005","2023 Week 18 ending May 06, 2023 (provisional)","2023/18",107,Not Applicable,Not Applicable
,"Bristol County, MA","25005","2023 Week 19 ending May 13, 2023 (provisional)","2023/19",94,Not Applicable,Not Applicable
,"Bristol County, MA","25005","2023 Week 20 ending May 20, 2023 (provisional)","2023/20",113,Not Applicable,Not Applicable
,"Bristol County, MA","25005","2023 Week 21 ending May 27, 2023 (provisional)","2023/21",97,Not Applicable,Not Applicable
,"Bristol County, MA","25005","2023 Week 22 ending June 03, 2023 (provisional)","2023/22",110,Not Applicable,Not Applicable
,"Bristol County, MA","25005","2023 Week 23 ending June 10, 2023 (provisional)","2023/23",99,Not Applicable,Not Applicable
,"Bristol County, MA","25005","2023 Week 24 ending June 17, 2023 (provisional)","2023/24",118,Not Applicable,Not Applicable
,"Essex County, MA","25009","2018 Week 01 ending January 06, 2018","2018/01",136,Not Applicable,Not Applicable
,"Essex County, MA","25009","2018 Week 02 ending January 13, 2018","2018/02",165,Not Applicable,Not Applicable
,"Essex County, MA","25009","2018 Week 03 ending January 20, 2018","2018/03",162,Not Applicable,Not Applicable
,"Essex County, MA","25009","2018 Week 04 ending January 27, 2018","2018/04",153,Not Applicable,Not Applicable
,"Essex County, MA","25009","2018 Week 05 ending February 03, 2018","2018/05",156,Not Applicable,Not Applicable
,"Essex County, MA","25009","2018 Week 06 ending February 10, 2018","2018/06",166,Not Applicable,Not Applicable
,"Essex County, MA","25009","2018 Week 07 ending February 17, 2018","2018/07",147,Not Applicable,Not Applicable
,"Essex County, MA","25009","2018 Week 08 ending February 24, 2018","2018/08",146,Not Applicable,Not Applicable
,"Essex County, MA","25009","2018 Week 09 ending March 03, 2018","2018/09",159,Not Applicable,Not Applicable
,"Essex County, MA","25009","2018 Week 10 ending March 10, 2018","2018/10",154,Not Applicable,Not Applicable
,"Essex County, MA","25009","2018 Week 11 ending March 17, 2018","2018/11",136,Not Applicable,Not Applicable
,"Essex County, MA","25009","2018 Week 12 ending March 24, 2018","2018/12",135,Not Applicable,Not Applicable
,"Essex County, MA","25009","2018 Week 13 ending March 31, 2018","2018/13",146,Not Applicable,Not Applicable
,"Essex County, MA","25009","2018 Week 14 ending April 07, 2018","2018/14",150,Not Applicable,Not Applicable
,"Essex County, MA","25009","2018 Week 15 ending April 14, 2018","2018/15",148,Not Applicable,Not Applicable
,"Essex County, MA","25009","2018 Week 16 ending April 21, 2018","2018/16",146,Not Applicable,Not Applicable
,"Essex County, MA","25009","2018 Week 17 ending April 28, 2018","2018/17",126,Not Applicable,Not Applicable
,"Essex County, MA","25009","2018 Week 18 ending May 05, 2018","2018/18",158,Not Applicable,Not Applicable
,"Essex County, MA","25009","2018 Week 19 ending May 12, 2018","2018/19",129,Not Applicable,Not Applicable
,"Essex County, MA","25009","2018 Week 20 ending May 19, 2018","2018/20",145,Not Applicable,Not Applicable
,"Essex County, MA","25009","2018 Week 21 ending May 26, 2018","2018/21",137,Not Applicable,Not Applicable
